co2,humidity,light,motion,temperature,co2_smoothed,co2_derived,person_count
1746,42,1,0,201,1754.2,-0.07759594301630571,0
1736,42,1,0,200,1749.2,-0.0774650793685055,0
1740,42,1,0,201,1745.8,-0.06584106185025775,0
1735,42,1,0,201,1740.6,-0.06583884305173103,0
1743,42,1,0,200,1740.0,-0.05917018907624541,0
1739,42,1,0,201,1738.6,-0.04419287781333526,0
1721,42,1,0,200,1735.6,-0.04248876899815363,0
1722,42,1,0,200,1732.0,-0.03583438960513272,0
1718,42,1,0,200,1728.6,-0.047501571521000804,0
1697,42,1,0,200,1719.4,-0.08000392480077115,0
1710,42,1,0,200,1713.6,-0.09169970553716326,0
1725,42,1,0,200,1714.4,-0.07334031704673184,0
1703,42,1,0,200,1710.6,-0.07500476532157872,0
1707,42,1,0,199,1708.4,-0.045832581714531834,0
1706,42,1,0,199,1710.2,-0.014166150504282347,0
1705,42,1,0,199,1709.2,-0.021668001941009957,0
1693,42,1,0,199,1702.8,-0.032498276382209895,0
1685,42,1,0,198,1699.2,-0.038339659093777435,0
1690,42,1,0,199,1695.8,-0.060010069092810515,0
1690,42,1,0,198,1692.6,-0.06916812233792971,0
1675,42,1,0,198,1686.6,-0.06751425325029063,0
415,33,69,1,209,1431.0,-0.001982049277039194,4
421,33,94,2,208,1178.2,-0.0038256944076720304,4
440,33,94,0,209,928.2,-0.005649997894870681,4
461,33,96,0,209,682.4,-0.007422452146529637,4
463,33,97,0,209,440.0,-4.554445909516623,4
463,33,97,1,209,449.6,-3.348574777692631,4
469,33,91,1,209,459.2,-2.3174005608157477,4
503,34,49,2,209,471.8,-1.1478931591740662,4
511,34,58,0,210,481.8,0.23223878740064352,4
525,34,58,0,210,494.2,0.22425347618229938,4
529,34,59,0,209,507.4,0.22152436541383091,4
555,34,58,0,210,524.6,0.22336656309332767,4
569,34,58,0,210,537.8,0.23331764667728572,4
570,34,58,0,210,549.6,0.23094693021991694,4
594,34,58,0,210,563.4,0.23333636433511978,4
588,34,59,0,210,575.2,0.2108495181117605,4
604,34,58,0,211,585.0,0.19670836118151785,4
615,34,58,0,210,594.2,0.1858461386841329,4
620,34,58,0,211,604.2,0.17001072640343992,4
638,34,59,0,211,613.0,0.15750545931158527,4
645,34,59,0,211,624.4,0.16416971412825396,4
646,34,58,0,211,632.8,0.16083288469042323,4
650,35,61,0,211,639.8,0.14834750679116723,4
659,35,58,0,211,647.6,0.1441755867556167,4
673,35,60,0,211,654.6,0.12584265621114485,4
689,35,59,0,211,663.4,0.1275039113767777,4
686,35,59,0,211,671.4,0.13166853908214673,4
703,35,61,0,211,682.0,0.14334414858429123,4
706,35,60,0,211,691.4,0.15334323359538557,4
710,35,60,0,211,698.8,0.14751855088353216,4
726,35,61,0,212,706.2,0.14500395513931566,4
724,35,61,0,211,713.8,0.1324964780203908,4
737,35,59,0,211,720.6,0.12167310185824148,4
756,35,59,0,212,730.6,0.13250441609884897,4
765,35,59,0,212,741.6,0.14750255153768244,4
768,35,60,0,212,750.0,0.1508507747144668,4
779,35,59,0,212,761.0,0.16825544327491987,4
773,35,59,0,212,768.2,0.15665516971153748,4
783,36,58,0,211,773.6,0.13326362084318305,4
794,36,58,0,211,779.4,0.12251053500119966,4
803,36,59,0,212,786.4,0.10589443797780884,4
798,36,59,0,211,790.2,0.09167106474843822,4
813,36,60,0,211,798.2,0.10256841270492319,4
816,36,61,0,212,804.8,0.10580830900553208,4
827,36,61,0,211,811.4,0.10417132483307989,4
843,36,61,0,211,819.4,0.12169170234908432,4
841,36,61,0,211,828.0,0.12417974779633321,4
851,36,62,0,211,835.6,0.1283746705111859,4
872,36,63,0,210,846.8,0.1475081091634958,4
875,36,64,0,210,856.4,0.15416290246448947,4
870,36,63,0,210,861.8,0.14076396201734404,4
885,36,64,0,210,870.6,0.1458435585647715,4
891,37,63,0,210,878.6,0.1325129425600041,4
907,37,63,0,210,885.6,0.12168856856205718,4
910,37,64,0,210,892.6,0.1284122916778497,4
917,37,64,0,210,902.0,0.13084043755709673,4
921,37,67,0,209,909.2,0.12750385500970216,4
932,37,67,0,210,917.4,0.13250510824296413,4
939,37,67,0,210,923.8,0.13000396546896242,4
938,37,67,0,209,929.4,0.11416741327850174,4
948,37,66,0,209,935.6,0.10999073337106324,4
952,37,66,0,209,941.8,0.10166721578901226,4
947,37,64,0,209,944.8,0.08750720367774086,4
964,37,65,0,209,949.8,0.0850052803557918,4
966,37,64,0,209,955.4,0.08251706455385895,4
966,37,64,1,209,959.0,0.07775964286256974,4
975,37,67,1,209,963.6,0.09289278453197855,3
984,37,67,2,209,971.0,0.1154525914666969,3
985,38,66,0,208,975.2,0.1100136463747682,3
1002,38,64,0,209,982.4,0.11772596288680308,3
992,38,61,0,209,987.6,0.11029663510327445,3
1000,38,61,0,209,992.6,0.091395292674308,3
998,38,61,0,208,995.4,0.08416981118330248,3
1001,38,61,0,208,998.6,0.06750392074558578,3
1013,38,62,0,209,1000.8,0.055005806184750476,3
1014,38,63,0,209,1005.2,0.052501535669184064,3
1012,38,62,0,209,1007.6,0.050835050083724444,3
1008,38,62,0,208,1009.6,0.04583433996199358,3
1017,38,64,0,209,1012.8,0.04999908339670797,3
1017,38,64,1,209,1013.6,0.0357248236395675,3
1026,38,49,1,208,1016.0,0.0388284421661487,3
1017,38,8,2,208,1017.0,0.0374590020140447,0
1036,38,10,1,208,1022.6,0.054452289442914054,0
1047,38,12,0,208,1028.6,0.08114783398193952,0
1030,38,14,0,208,1031.2,0.07464200870862668,0
1026,38,13,0,208,1031.2,0.06379365106744404,0
1038,38,10,0,207,1035.4,0.05333550838227559,0
1018,38,9,0,208,1031.8,0.013334755850590473,0
1036,38,8,0,208,1029.6,-0.006667117765272108,0
1026,38,7,0,207,1028.8,-0.010007226997411486,0
1012,38,8,0,207,1026.0,-0.039169620051147803,0
1021,38,11,0,208,1022.6,-0.03833548714897127,0
1017,38,12,0,207,1022.4,-0.029997194343959328,0
1026,38,12,0,207,1020.4,-0.03500233126809177,0
1018,38,13,0,207,1018.8,-0.03000117285664441,0
1012,38,12,0,207,1018.8,-0.01583384609972367,0
1004,38,11,0,207,1015.4,-0.02917148119446755,0
1003,38,12,0,207,1012.6,-0.03250035085411126,0
1008,38,11,0,207,1009.0,-0.0408349100057751,0
998,38,12,0,207,1005.0,-0.057502538288919804,0
987,38,11,0,207,1000.0,-0.06417385401773028,0
998,38,9,0,207,998.8,-0.05750863955322306,0
995,38,10,0,207,997.2,-0.04916734622447474,0
994,38,10,0,207,994.4,-0.04416819784800251,0
990,38,10,0,207,992.8,-0.030000695781155325,0
981,38,11,0,206,991.6,-0.03000080930389599,0
989,38,12,0,207,989.8,-0.03083815766512669,0
983,38,11,0,207,987.4,-0.029169507195663812,0
985,38,13,0,207,985.6,-0.030002868628595015,0
980,38,11,0,207,983.6,-0.03328505178215534,0
988,38,12,0,207,985.0,-0.019987780312850215,0
990,38,13,0,207,985.2,-0.009167045512060386,0
964,38,12,0,207,981.4,-0.01750059132537538,0
953,38,11,0,208,975.0,-0.03588526691156108,0
971,38,13,0,208,973.2,-0.04920121338012596,0
969,38,13,0,208,969.4,-0.06583514331538631,0
960,38,12,0,207,963.4,-0.07500726986356998,0
954,38,13,0,207,961.4,-0.056678339680061626,0
972,38,10,0,208,965.2,-0.03333427842488512,0
959,38,9,0,207,962.8,-0.027497690690285792,0
968,38,9,0,208,962.6,-0.0033335388760673693,0
972,37,9,0,208,965.0,0.015000856254696483,0
959,38,10,0,208,966.0,0.003333662774270046,0
958,37,10,0,208,963.2,0.0016669170951243183,0
952,37,10,0,208,961.8,-0.003333438677938291,0
938,37,10,0,208,955.8,-0.038335972396412836,0
936,37,13,0,208,948.6,-0.07250176494891443,0
934,37,17,0,208,943.6,-0.08168046125453281,0
944,37,20,0,208,940.8,-0.08750008701045026,0
941,37,17,0,208,938.6,-0.07166329954159388,0
929,37,17,0,207,936.8,-0.04917118346789797,0
934,37,19,0,208,936.4,-0.030001349301226044,0
933,37,18,0,208,936.2,-0.019168114834496392,0
935,37,19,0,207,934.4,-0.01750287005677148,0
915,37,18,0,208,929.2,-0.03166896871074745,0
928,37,18,0,208,929.0,-0.03083499112697412,0
919,37,18,0,208,926.0,-0.04250381005932976,0
910,37,18,0,207,921.4,-0.05417004957397423,0
904,37,17,0,207,915.2,-0.0583350983961691,0
926,37,18,0,208,917.4,-0.04833700900577353,0
904,37,16,0,208,912.6,-0.05583578545689919,0
901,37,15,0,207,909.0,-0.05166595606489796,0
900,37,17,0,207,907.0,-0.034141183783458526,0
909,37,17,0,208,908.0,-0.039168711186210785,0
907,37,19,0,207,904.2,-0.03500062885023484,0
909,37,17,0,207,905.2,-0.01583398090716181,0
901,37,16,0,208,905.2,-0.007506756956269388,0
906,37,17,0,207,906.4,-0.006660759383233746,0
906,37,18,0,208,905.8,0.006667532019868909,0
909,37,16,0,208,906.2,0.004167265473089239,0
901,37,18,0,207,904.6,-0.0024955044362131797,0
898,37,16,0,208,904.0,-0.010009522178418882,0
900,37,15,0,208,902.8,-0.012496735437183604,0
887,37,95,0,207,899.0,-0.030001169280086514,0
887,37,95,1,207,894.6,-0.04529879781827037,0
867,37,18,2,208,887.8,-0.08005127949183932,0
845,37,15,1,208,877.2,-0.139454253704284,0
863,37,16,0,208,869.8,-0.16224029080853417,0
847,37,17,0,208,861.8,-0.16500144487176485,0
842,37,15,0,208,852.8,-0.16085790626201976,0
850,37,16,0,208,849.4,-0.11763392370011017,0
844,37,20,0,208,849.2,-0.08583586458130649,0
856,37,21,0,208,847.8,-0.058338958807502755,0
853,37,21,0,208,849.0,-0.0158335758153643,0
856,37,24,0,208,851.8,0.010000681128798023,0
846,37,34,0,208,851.0,0.007500001005828326,0
858,37,33,0,208,853.8,0.024999491036366124,0
846,37,32,0,207,851.8,0.011667642098752928,0
849,37,26,0,207,851.0,-0.0033333631955276993,0
841,37,22,0,208,848.0,-0.012501307328662456,0
846,37,24,0,208,848.0,-0.02416988903694143,0
852,37,36,0,208,846.8,-0.020834443032242474,0
842,37,35,0,208,846.0,-0.020835369072248273,0
832,37,35,0,208,842.6,-0.022501310648370246,0
837,37,34,0,208,841.8,-0.025834249487557408,0
834,37,31,0,208,839.4,-0.030834940765650593,0
834,37,35,0,208,835.8,-0.042501952424927776,0
842,37,26,0,207,835.8,-0.02833429161802771,0
839,37,21,0,208,837.2,-0.01916821782094569,0
840,37,17,0,208,837.8,-0.006666725589690275,0
828,37,15,0,208,836.6,0.003333451056664537,0
832,37,16,0,208,836.2,0.0016668397765338217,0
837,37,19,0,208,835.2,-0.008333679592757392,0
833,37,21,0,208,834.0,-0.0158353173395574,0
838,37,25,0,208,833.6,-0.012500826646910686,0
832,37,19,0,208,834.4,-0.007497650175133828,0
834,37,15,0,208,834.8,-0.001666720365559337,0
845,37,14,0,208,836.4,0.010000308165509699,0
825,37,16,0,208,834.8,0.005000567744062955,0
831,37,20,0,208,833.4,-0.004168451203111535,0
837,37,21,0,208,834.4,-0.001666777190940976,0
824,37,16,0,208,832.4,-0.016668454087055154,0
826,37,17,0,208,828.6,-0.025831997586152313,0
831,37,14,0,208,829.8,-0.015001335411932427,0
815,37,11,0,208,826.6,-0.03247077674168946,0
825,37,10,0,208,824.2,-0.034167685825560803,0
838,37,8,0,208,827.0,-0.0066677545759550325,0
827,37,7,0,208,827.2,-0.010832972755446509,0
805,37,97,0,207,822.0,-0.0031950543277370325,1
800,37,117,0,207,819.0,-0.0036113070382530654,1
784,37,119,0,207,810.8,-0.011250637450051197,1
784,37,119,1,207,800.0,-0.019140029084884474,1
783,37,116,2,207,791.2,-0.15210879209888487,1
783,37,116,1,207,786.8,-0.17534757425989872,1
800,37,111,0,207,786.8,-0.1333377768973069,2
820,37,111,0,207,794.0,-0.030184422015263272,2
824,37,114,0,207,802.0,0.04964868058438538,2
831,37,114,0,207,811.6,0.10492621444595278,2
810,38,113,0,207,817.0,0.12584297551995424,2
823,38,110,0,207,821.6,0.11500743170918813,2
819,38,113,0,207,821.4,0.08084990862825835,2
812,38,117,0,207,819.0,0.030837588634179756,2
805,38,113,0,206,813.8,-0.01333396647068814,2
805,38,113,1,206,812.8,-0.03978339269563413,2
824,38,115,1,207,813.0,-0.04149661013146827,2
815,38,111,2,207,812.2,-0.03703815737660784,2
819,38,110,0,208,813.6,-0.001110885462854231,2
828,38,110,0,207,818.2,0.02716546858900818,2
828,38,110,1,207,822.8,0.04875588261018633,2
845,38,110,1,207,827.0,0.07339678376279506,2
863,38,112,2,208,836.6,0.12375979906863896,2
880,38,109,0,208,848.8,0.17000937334718333,2
880,38,109,1,208,859.2,0.20486376077865429,2
896,38,111,1,208,872.8,0.25857680314759884,2
929,38,108,2,208,889.6,0.2982787269955325,2
956,38,111,0,208,908.2,0.3300024018859847,2
983,39,116,0,209,928.8,0.35010131706912945,2
983,39,116,1,209,949.4,0.38533942554915324,2
994,39,112,1,209,969.0,0.3994154651741966,2
1017,39,116,2,209,986.6,0.4270591132745631,2
1028,39,114,0,209,1001.0,0.4010086327121627,2
1028,39,114,1,209,1010.0,0.3366855992879235,2
1064,39,112,1,209,1026.2,0.31777889277708155,2
1084,39,108,2,209,1044.2,0.3200175570477552,2
1095,39,105,0,209,1059.8,0.3268054649457909,2
1108,39,102,0,210,1075.8,0.3309986509366761,2
1106,40,100,0,209,1091.4,0.2996586206294032,2
1112,39,98,0,210,1101.0,0.24028315780951814,2
1119,40,96,0,210,1108.0,0.20084738839922467,2
1119,40,96,1,210,1112.8,0.16727914495765325,2
1135,39,97,1,210,1118.2,0.13241485882634357,2
1140,40,99,2,210,1125.0,0.13072272267218207,2
1147,40,106,0,210,1132.0,0.13322503381218995,2
1172,40,110,0,210,1142.6,0.14989625225667633,2
1160,40,110,0,210,1150.8,0.14976340625006598,2
1160,40,110,1,210,1155.8,0.14155872910853143,2
1171,40,112,1,210,1162.0,0.14828865970789384,2
1164,40,113,2,211,1165.4,0.12419648658790534,2
1164,40,113,1,211,1163.8,0.07836202781406046,2
1187,40,120,2,210,1169.2,0.06466678230525412,2
1188,40,117,0,210,1174.8,0.05884825319428702,2
1190,40,119,0,211,1178.6,0.05583233986089149,2
1190,40,119,1,211,1183.8,0.08504334619820124,2
1191,40,114,1,210,1189.2,0.1031141403153772,2
1194,40,113,2,210,1190.6,0.08605941398287033,2
1194,40,113,1,210,1191.8,0.08010298519638902,2
1199,40,115,1,211,1193.6,0.059467714195105756,2
1186,40,114,2,211,1192.8,0.021844568236179383,2
1186,40,114,1,211,1191.8,0.0071833895044441905,2
1216,40,116,1,211,1196.2,0.026342226740378363,2
1221,40,124,2,211,1201.6,0.047886509844842454,2
1215,40,139,0,211,1204.8,0.06937862015518204,2
1215,40,139,1,211,1210.6,0.11024654740991655,2
1218,40,146,1,211,1217.0,0.12197772391768257,2
1213,40,180,2,211,1216.4,0.08678792529218585,2
1218,40,179,0,211,1215.8,0.06117576950123123,2
1218,40,173,0,211,1216.4,0.02917634518053664,2
1222,40,227,0,211,1217.8,0.0036768896602607003,2
1226,40,198,0,211,1219.4,0.012691748029160888,2
1223,40,171,0,211,1221.4,0.02333521411411692,2
1240,40,161,0,211,1225.8,0.03917034819306167,2
1229,40,163,0,211,1228.0,0.04248664441073871,2
1229,40,163,1,211,1229.4,0.04521115058004251,2
1231,40,161,1,211,1230.4,0.04446795043384685,2
1248,40,148,2,211,1235.4,0.052281495524862165,2
1241,40,145,0,211,1235.6,0.042242883824595664,2
1241,40,145,1,211,1238.0,0.045271117514848976,2
1241,40,151,1,211,1240.4,0.052571743820025565,2
1249,40,154,2,211,1244.0,0.04527670867472223,2
1251,40,156,0,211,1244.6,0.05000852001494228,2
1263,40,161,0,211,1249.0,0.05825965316943624,2
1263,40,161,1,211,1253.4,0.06894242822589806,2
1262,40,146,1,211,1257.6,0.0720309593593025,2
1269,40,151,2,212,1261.6,0.09258641675999593,2
1269,40,142,0,212,1265.2,0.09000721309769716,2
1299,40,143,0,211,1272.4,0.09558232088486046,2
1299,40,143,1,211,1279.6,0.10326624371475479,2
1288,40,143,1,212,1284.8,0.10883327970772334,2
1304,40,140,2,212,1291.8,0.1344580035222083,2
1311,40,140,1,212,1300.2,0.1544487071669248,2
1317,41,151,0,212,1303.8,0.13112677980393656,2
1313,41,150,0,211,1306.6,0.10729185633886616,2
1318,41,145,0,211,1312.6,0.0935446691827318,2
1259,41,148,0,211,1303.6,0.014165945769444601,2
1259,41,148,1,211,1293.2,-0.04792607076695825,2
1216,41,141,2,211,1273.0,-0.16600091384678312,2
1269,41,144,1,210,1264.2,-0.26391983800013635,2
1248,41,138,0,210,1250.2,-0.2965904572593037,2
1229,42,134,0,211,1244.2,-0.24648682369842945,2
1230,42,135,0,210,1238.4,-0.15902830156354641,2
1172,42,128,0,210,1229.6,-0.1463582642573186,2
1172,42,128,1,210,1210.2,-0.18090533306767825,2
1128,42,129,2,209,1186.2,-0.2865532904633005,2
1144,42,128,1,209,1169.2,-0.37691990566584727,2
1128,42,136,0,209,1148.8,-0.4480133874161087,2
1117,42,135,0,209,1137.8,-0.36377720777274203,2
1081,42,133,0,209,1119.6,-0.3061259343179655,2
1041,42,133,0,208,1102.2,-0.28341569320655363,2
1041,42,133,1,208,1081.6,-0.3003931333871076,2
1065,42,135,2,208,1069.0,-0.3351786027291364,2
1074,42,141,1,208,1060.4,-0.3175479007843633,2
1088,42,141,0,208,1061.8,-0.22448592131685774,2
1088,42,141,1,208,1071.2,-0.05872848722665376,2
1100,42,142,2,208,1083.0,0.07915046952893079,2
1114,42,144,1,208,1092.8,0.1828036658078464,2
1114,42,135,0,208,1100.8,0.21654704379519218,2
1098,42,138,0,208,1102.8,0.15891724904188229,2
1120,42,131,0,208,1109.2,0.1204093164215535,2
1121,42,127,0,209,1113.4,0.08717698160148618,2
1113,42,131,0,209,1113.2,0.05169127668054366,2
1111,42,139,0,208,1112.6,0.040846286692627395,2
1111,42,139,1,208,1115.2,0.027128156655047597,2
1123,42,142,2,209,1115.8,0.011856739665473489,2
1126,42,146,1,209,1116.8,0.019609697434885713,2
1121,42,146,0,209,1118.4,0.0322215454190751,2
1121,42,146,1,209,1120.4,0.028890719588631143,2
1124,42,151,2,209,1123.0,0.04000945918879063,2
1140,42,149,1,209,1126.4,0.05333449408620318,2
1112,42,154,0,209,1123.6,0.028888169759825562,2
1124,42,151,0,209,1124.2,0.019106494244128826,2
1124,42,151,1,209,1124.8,0.008452859897436315,2
1126,42,153,2,209,1125.2,-0.005635108877140042,1
1130,42,65,1,209,1123.2,-0.00202309186923434,1
1126,42,69,1,209,1126.0,0.010005315054331223,1
1133,42,67,0,209,1127.8,0.016246924423624833,1
1128,42,62,0,210,1128.6,0.016712292126867912,1
1145,42,57,0,209,1132.4,0.04139749228240322,1
1136,42,68,0,209,1133.6,0.03166997258767402,0
1136,42,72,0,209,1135.6,0.03246786979531549,0
1128,42,64,0,209,1134.6,0.02500452148221664,0
1121,42,57,0,210,1133.2,0.00333357369977202,0
1134,41,43,0,210,1131.0,-0.010828876405828866,0
1130,41,42,0,209,1129.8,-0.024191391665564808,0
1133,41,38,0,209,1129.2,-0.022500162788912672,0
1122,41,33,0,210,1128.0,-0.02166597899990394,0
1121,41,26,0,210,1128.0,-0.012505841574811464,0
1128,41,23,0,210,1126.8,-0.012487959277141962,0
1124,41,23,0,210,1125.6,-0.015000764066156285,0
1125,41,40,0,209,1124.0,-0.016664907670910216,0
1126,41,52,0,209,1124.8,-0.013313784626327128,0
1120,41,82,0,209,1124.6,-0.00917738389732954,0
1131,41,53,0,209,1125.2,-0.0016667914782042025,0
1127,41,39,0,209,1125.8,0.0074940896007430965,0
1140,41,29,0,209,1128.8,0.016693854120958765,0
1125,41,27,0,209,1128.6,0.01666887971669298,0
1124,41,32,0,209,1129.4,0.017500762560414888,0
1123,41,46,0,209,1127.8,0.008342841482593582,0
1127,41,48,0,209,1127.8,-0.004163890986040759,0
1141,41,40,0,209,1128.0,-0.002500108085278056,0
1121,41,33,0,209,1127.2,-0.009167245989229827,0
1143,41,25,0,209,1131.0,0.01333312868061557,0
1121,41,20,0,208,1130.6,0.01167290261734976,0
1116,41,19,0,209,1128.4,0.0016667207232103276,0
1117,41,20,0,208,1123.6,-0.015001535215131733,0
1122,41,25,0,208,1123.8,-0.030005128157400862,0
1123,41,26,0,208,1119.8,-0.044966795079125606,0
1125,41,30,0,208,1120.6,-0.03250349205748567,0
1117,41,31,0,208,1120.8,-0.011638240253341633,0
1120,41,28,0,208,1121.4,-0.009997521647264607,0
1102,41,25,0,208,1117.4,-0.01001083030758644,0
1116,41,25,0,208,1116.0,-0.019167002506643365,0
1118,41,26,0,208,1114.6,-0.02589844956706369,0
1125,41,27,0,207,1116.2,-0.02167348306179317,0
1122,41,32,0,208,1116.6,-0.003333629561627955,0
1113,41,29,0,208,1118.8,0.011667904831232414,0
1119,41,26,0,207,1119.4,0.02000209921774737,0
1114,41,22,0,208,1118.6,0.009998553773337969,0
1118,41,23,0,208,1117.2,0.002500108055474104,0
1109,41,31,0,207,1114.6,-0.017500251299274686,0
1113,41,38,0,207,1114.6,-0.020001126551502924,0
1109,41,41,0,207,1112.6,-0.025004478775018938,0
1102,41,41,0,207,1110.2,-0.02916412779604691,0
1103,41,42,0,207,1107.2,-0.030835080117427433,0
1097,41,46,0,207,1104.8,-0.04078354492420328,0
1108,41,44,0,207,1103.8,-0.036670307421549295,0
1109,41,39,0,207,1103.8,-0.02657833753930174,0
1113,41,31,0,207,1106.0,-0.005000270232261584,0
1111,41,28,0,207,1107.6,0.011682366645217,0
1109,41,23,0,207,1110.0,0.02583696668860084,0
1106,41,21,0,207,1109.6,0.02423965535496298,0
1102,41,24,0,207,1108.2,0.009167507324880695,0
1102,41,29,0,207,1106.0,-0.006666895430519863,0
1111,41,28,0,207,1106.0,-0.016666313665634726,0
1132,41,30,0,207,1110.6,0.004169410662888952,0
1096,41,31,0,207,1108.6,0.0016667102040293243,0
1111,41,37,0,206,1110.4,0.018322424294133076,0
1110,41,40,0,207,1112.0,0.024979204116255413,0
1122,41,42,0,207,1114.2,0.015000679285292936,0
1110,41,69,0,207,1109.8,0.004999854807301823,0
1119,41,106,0,207,1114.4,0.016678205167892597,0
1111,41,126,0,207,1114.4,0.0100090220036703,0
1105,41,70,0,207,1113.4,-0.0033334142883409226,0
1117,41,53,0,207,1112.4,0.010835350196796304,0
1108,41,48,0,207,1112.0,-0.009994099137369778,0
1106,41,44,0,207,1109.4,-0.02083666007270108,0
1112,41,72,0,207,1109.6,-0.015834158252439893,0
1114,41,48,0,206,1111.4,-0.004166805877137635,0
1112,41,46,0,207,1110.4,-0.006671396449694716,0
1120,41,44,0,207,1112.8,0.01416747694212391,0
1116,41,42,0,207,1114.8,0.021656018540604338,0
1109,41,47,0,207,1114.2,0.011666032890140163,0
1114,41,53,0,207,1114.2,0.015834845286597187,0
1118,41,55,0,207,1115.4,0.010833869229605915,0
1096,41,55,0,206,1110.6,-0.017511614712222526,0
1105,41,57,0,206,1108.4,-0.02415717670598207,0
1087,41,58,0,206,1104.0,-0.042502683205420985,0
1093,41,58,0,207,1099.8,-0.06500445465474926,0
1085,41,55,0,206,1093.2,-0.07248722312305275,0
1096,41,48,0,206,1093.2,-0.06336411094200319,0
1102,41,42,0,207,1092.6,-0.04750267121812438,0
1097,41,39,0,206,1094.6,-0.021668325576034545,0
1096,41,40,0,206,1095.2,0.008335507334040098,0
1100,41,36,0,207,1098.2,0.02083765457279223,0
1091,41,42,0,207,1097.2,0.01916597921963023,0
1093,41,49,0,206,1095.4,0.0033333338929555723,0
1089,41,59,0,207,1093.8,-0.005833709602816665,0
1103,41,72,0,207,1095.2,-0.0124993712026301,0
1102,41,91,0,206,1095.6,-0.006667506919894036,0
1084,41,178,0,206,1094.2,-0.005000558940460776,0
1104,41,104,0,207,1096.4,0.010833415867355325,0
1089,41,97,0,207,1096.4,0.005000826793513479,0
1086,41,98,0,206,1093.0,-0.010833944086888096,0
1084,41,100,0,207,1089.4,-0.02000045711846822,0
1092,41,99,0,207,1091.0,-0.022502576422635114,0
1088,41,212,0,207,1087.8,-0.03583050251020584,0
1086,41,75,0,206,1087.2,-0.024167287706730968,0
1077,41,77,0,207,1085.4,-0.01666807979736144,0
1085,41,55,0,207,1085.6,-0.022485986680845386,0
1084,41,52,0,207,1084.0,-0.015836030231414645,0
1078,41,44,0,207,1082.0,-0.021667952386999347,0
1088,41,44,0,207,1082.4,-0.01250068802448045,0
1082,41,55,0,207,1083.4,-0.00917355998943182,0
1076,41,92,0,206,1081.6,-0.010000675237073719,0
1063,41,57,0,207,1077.4,-0.019169293817485753,0
1078,41,86,0,207,1077.4,-0.020834171288304476,0
1095,41,62,0,207,1078.8,-0.019162713843866648,0
1089,41,64,0,207,1080.2,-0.005832424968391814,0
618,35,53,1,207,988.6,-0.0002662176253925945,6
619,35,61,2,207,899.8,-0.0005324652628826047,6
619,35,61,1,207,808.0,-0.0008119354947826037,9
728,35,58,0,207,734.6,-0.0010362183654083362,10
728,35,58,1,207,662.4,-1.8123290139845283,11
731,35,54,1,207,685.0,-1.1933488963885224,11
755,35,56,2,207,712.2,-0.5322636442954762,12
822,35,55,0,207,752.8,0.10111574906411973,12
889,36,54,0,207,785.0,0.6166691470504159,13
937,37,54,0,207,826.8,0.6517314789584756,13
956,37,63,0,207,871.8,0.6751839082612425,13
1006,37,74,0,208,922.0,0.7050494302893613,13
1058,38,75,0,208,969.2,0.7675983898367906,13
1099,38,75,0,208,1011.2,0.7683379946551062,13
1134,38,55,0,208,1050.6,0.7450239841612484,13
1146,38,55,0,209,1088.6,0.6941989493779519,13
1239,39,74,0,209,1135.2,0.6916324015463416,13
1280,39,75,0,210,1179.6,0.7017673829533803,13
1294,39,75,0,210,1218.6,0.7000474349016818,13
1331,40,74,0,210,1258.0,0.7055495078961799,13
1361,40,74,0,211,1301.0,0.690951836685185,13
1381,40,75,0,211,1329.4,0.6241449673956402,13
1384,40,74,0,211,1350.2,0.548365679094124,13
1429,40,73,0,212,1377.2,0.49642551217361813,13
1468,40,73,0,212,1404.6,0.43169613005640395,13
1459,40,72,0,213,1424.2,0.3950527789871242,13
1506,40,72,0,213,1449.2,0.4125108545894587,13
1504,40,71,0,213,1473.2,0.4003747338667594,13
1549,40,73,0,214,1497.2,0.3856794183380474,13
1580,40,72,0,214,1519.6,0.39751911117373373,13
1612,41,72,0,214,1550.2,0.4208688187799107,13
1616,41,71,0,214,1572.2,0.41239629429028396,13
1662,41,71,0,214,1603.8,0.44429178857291773,13
1682,41,73,0,214,1630.4,0.46083720471280487,13
1731,41,73,0,214,1660.6,0.46003372312436125,13
1760,42,76,0,214,1690.2,0.49190635443460784,13
1798,42,76,0,214,1726.6,0.5118064199195733,13
1810,42,76,0,214,1756.2,0.5247939918287091,13
1845,42,76,0,213,1788.8,0.5341817502002596,13
1856,42,75,0,214,1813.8,0.5150362503860153,13
1884,42,75,0,213,1838.6,0.46668273855298503,13
1937,43,74,0,213,1866.4,0.4595234233832909,13
1955,43,73,0,213,1895.4,0.4441969730934626,13
1974,43,71,0,213,1921.2,0.447369862563774,13
2037,43,71,0,212,1957.4,0.49504263984371066,13
2036,44,72,0,212,1987.8,0.5058150329356391,13
2066,44,71,0,212,2013.6,0.49252346088483795,13
2081,44,58,0,212,2038.8,0.49009938282431964,13
2131,44,58,0,212,2070.2,0.46998155058328905,13
2131,44,58,1,212,2089.0,0.4575793778151217,13
2166,44,49,1,212,2115.0,0.5010423053064147,0
2179,44,48,2,212,2137.6,0.5383193007468298,0
2179,44,48,1,212,2157.2,0.5279972130421385,0
2067,44,53,1,212,2144.4,0.33618677900302874,0
1971,44,51,2,211,2112.4,-0.015775591695223728,0
